Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,4482.954586,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,130639.807,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,136765.5682,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,141211.8519,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,152894.4981,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,158614.2885,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,131879.7763,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,2639.476097,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,2763.242355,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,2853.076074,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,3089.114889,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,3204.678824,XAM
2,Afghanistan,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,2664.528715,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,90943,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,117171,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,130850,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,130985,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,135889,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,140434.4294,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,1957.76495,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,2506.49198,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,2569.646553,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,2365.310821,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,2373.710642,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,2296.802075,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,61747.7451,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,63635.94902,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,68292.27059,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,69173.52157,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,67451.13725,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,68152.17526,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,1247.565355,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,1285.715052,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,1379.792423,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,1397.597416,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,1362.797975,XAM
2,Afghanistan,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,1376.961905,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,1239644.585,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,1300624.08,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,1332810.989,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,1350554.787,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,1400549.429,XAM
3,Albania,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,1453719.969,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,11926.94828,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,12890.87332,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,12319.77971,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,12781.03287,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,13277.96358,XAM
3,Albania,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,11541.04783,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,1039998.938,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,1066471.44,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,1081585.835,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,1093620.086,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,1115729.143,XAM
3,Albania,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,1145176.906,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,10413.50043,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,10678.56936,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,10829.90967,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,10950.40852,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,11171.78632,XAM
3,Albania,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,11466.64652,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,222588.7924,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2011,2011,millions,237061.7014,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2012,2012,millions,250125.958,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2013,2013,millions,265147.4952,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2014,2014,millions,280035.7834,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2015,2015,millions,282961.7226,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2010,2010,millions,2141.585619,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2011,2011,millions,2349.589254,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2012,2012,millions,2312.028282,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2013,2013,millions,2509.234637,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2014,2014,millions,2654.890185,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,2246.426302,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,188539.3003,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,197538.3413,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,208190.9164,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,209577.344,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,214284.6229,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,220216.5101,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,1887.842394,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,1977.949714,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,2084.613857,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,2098.496145,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,2145.630088,XAM
3,Albania,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,2205.026024,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,67586.93686,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,73639.86873,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,61501.60497,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,65693.19356,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,66736.03689,XAM
3,Albania,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,69020.59579,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,650.271788,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,729.866711,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,568.487378,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,621.690341,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,632.693605,XAM
3,Albania,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,547.952848,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,49410.3978,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,54584.54409,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,46038.02088,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,49077.07468,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,50187.81055,XAM
3,Albania,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,49051.39547,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,494.745889,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,546.554571,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,460.978308,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,491.408327,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,502.530116,XAM
3,Albania,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,491.151201,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,11991563.9,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,14588531.9,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,16208698.4,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,16650180.6,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,17242544.8,XAM
4,Algeria,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,16591875.3,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,161207.305,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,200013.0965,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,209047.4795,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,209783.4982,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,213983.063,XAM
4,Algeria,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,164779.4132,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,8570983.973,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,8819542.509,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,9119406.954,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,9374750.349,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,9730990.862,XAM
4,Algeria,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,10100768.51,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,116968.0101,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,120360.0824,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,124452.3252,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,127936.9903,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,132798.5959,XAM
4,Algeria,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,137844.9426,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,1015258.784,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2011,2011,millions,1183216.143,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2012,2012,millions,1421693.273,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2013,2013,millions,164e4,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2014,2014,millions,1771500,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2015,2015,millions,1936400,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2010,2010,millions,13648.52273,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2011,2011,millions,16222.24403,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2012,2012,millions,18335.91989,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2013,2013,millions,20663.13545,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2014,2014,millions,21984.63165,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,19231.03025,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,787554.2447,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,878910.5371,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,942192.0958,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,1019451.848,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,1044938.144,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,1111814.185,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,10747.73365,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,11994.47075,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,12858.07265,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,13912.4346,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,14260.24547,XAM
4,Algeria,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,15172.90118,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,500577.2606,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,533608.4968,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,583311.3158,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,617100,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,670600,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,719100,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,6729.456789,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,7315.930658,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,7523.106255,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,7775.134688,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,8322.265867,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,7141.620456,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,423725.3339,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,440256.7174,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,458634.5265,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,476227.1777,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,491222.1215,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,511000.0016,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,5782.569339,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,6008.172729,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,6258.974243,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,6499.060727,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,6703.696361,XAM
4,Algeria,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,6973.60461,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,2533.55,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,2476.22,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,2463.02,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,2471.69,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,2525.45,XAM
6,Andorra,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,2535.12,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,3355.495581,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,3442.276938,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,3164.641204,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,3281.763085,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,3350.599726,XAM
6,Andorra,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,2811.617372,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,2281.127959,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,2175.1343660000002,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,2140.001201,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,2147.526408,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,2196.440255,XAM
6,Andorra,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,2214.938752,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,2836.800427,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,2704.987274,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,2661.295827,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,2670.654141,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,2731.483181,XAM
6,Andorra,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,2754.487828,XAM
6,Andorra,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,12.66,XAM
